,keyword,type,text,literal,neu_diff,pos_diff,neg_diff,off_diff,n-off_diff
140,demise,demise,The city's budget totals $7.3 billion-surely a little financial nip-and-tuck could find the $3 million or so needed to prevent the demise of our leafy treasures. ,death,-0.004180486,-0.101992599,0.227072897,0.465872114,-0.08301483
141,demise,demise,""" The much loved Angel Mountain books take the form of a discovered diary, which follows the life of insuppressible heroine Mistress Martha Morgan from her late teenage years to her demise in this the final book......... Wackier she may get but it is apparent that Mistress Martha has lost none of the saltiness and spirit that have endeared her to readers since the first book called ",death,0.004048669,0.062122221,-0.05546732,0.075745112,-0.016611499
142,demise,demise,"Assuming that you count Blofeld's final demise as happening in this film, then the Biggest Bad in Bond history is killed because 007 gently swings his submarine into the side of the oil rig. ",death,-0.023821328,-0.044204977,0.023395269,-0.014468064,0.007271925
143,demise,demise,We must cease saddling God with all the ills of the world and assume the responsibility for our own demise. ,death,-0.077944149,-0.127268203,0.03881216,0.137257091,-0.088550346
144,demise,demise,"But in this case, the department has not explained, leaving the girl's family desperate for answers about her demise. ",death,0.007139581,0.074875191,-0.001962426,0.175929711,-0.028374314
145,demise,demise,Here are some that are much more likely to cause your demise. ,death,-0.163336854,-0.167669363,0.031302438,0.275711446,-0.112093884
146,demise,demise,"Returning players Dan Gheesling and Mike ""Boogie"" Milan were the puppet masters that week that ultimately lead to Janelle's demise. ",death,0.069952848,0.172669149,-0.095647543,0.083507443,-0.045364071
147,demise,demise,"But upon the demise of his father on 26 November, 2011, a meeting was convened by Professor Joseph Ojukwu with a view to reaching an amicable settlement as to who should control and manage the personal property owned by Ojukwu Transport which belonged to their grandfather, Sir Louis Ojukwu and the ones belonging to their father, Emeka Ojukwu. ",death,-0.007762738,0.003620983,0.160180723,0.048588538,-0.007253403
148,demise,demise,"I am not to defend any one in this forums, as much as I am here to seek rapid solution to salvage Ethiopia of what is left over.Neverthless, to me Dr. Tekola is not founding member of Tplf, although he worked once with that regime.If it occured to him that now melese is the most dangerous leader the country had and wants his demise, so be it.I consider him my friend not a foe, since it puts me one step neer to my desired solution-the liberation of my country. ",death,-0.070525989,-0.152455509,0.077268344,0.15599771,-0.04384403
149,demise,demise,"The acceptance of these beliefs, leaves humans' powerless' to change what' god' has ordained as humans' future demise on planet Earth. ",death,-0.067789827,-0.111915429,0.052207406,0.152358627,-0.064676718
150,demise,demise,"Going far beyond usual methods of euthanasia, the Euthanasia Coaster is not just a painless injection carried out in a sterile space, hardly distinguishable from an unwanted demise. ",death,0.000539177,-0.023292119,0.001694324,0.063214711,-0.032217123
151,slim,slim,"A whopping 66 percent of women aged 25-55 who have dieted or are trying to lose weight say those closest to them-- including spouses and friends-- actually undermine their attempts to get slim and healthy, confirms a recent survery by Medi-Weightloss Clinics in Tampa, Fla. ",skinny,0.001649704,0.006446778,-0.00181377,0.122598332,-0.018672831
152,slim,slim,"People who eat a diet based on low-fat, unrefined plant foods stay naturally slim. http:// www.gorillaprotein.com ",skinny,0.047189418,-0.039997788,0.374199784,0.15979193,-0.017519976
153,slim,slim,"i weigh 160 lbs. which is quite slim for a 6' 0 male and all i want to do is lose enough fat from my stomach to get some abs. i will definitely follow this one through bc im not a quitter, but it is very difficult to drive away the temptation of a cinnamon raisin bagel for an egg white omelet.lol. ",skinny,0.006020802,-0.156185647,0.220036099,0.030757016,-0.01705509
154,slim,slim,"Mark's Note: Nearly everyday, without fail, I receive a message or two asking how I'm able to eat so much and remain relatively slim and fit. ",skinny,-0.004460819,-0.02405745,0.031712891,0.322799835,-0.026205476
155,slim,slim,"And even for racial profiling, please explain to me why a slim Chinese girl has to be patted down before almost all her flights? ",skinny,-0.040066986,-0.006398123,0.012772159,0.210522516,-0.096408309
156,slim,slim,"In the end you can blame metabolism, processed foods, lack of physical excercise in our modern culture, etc., etc. but blaming things will not make you slim will it? ",skinny,0.069855632,0.104678224,-0.031122434,0.104781346,-0.046162616
157,slim,slim,I have always been struggling and would love to see myself slim and not chubby. ,skinny,-0.00322066,-0.012795446,0.030354132,0.208854508,-0.047681735
158,slim,slim,"Thats whats amazing about it, the only difference is that she used to be very slim and now has a few extra pounds so people see the slight difference and would actually say that. ",skinny,0.024031435,-0.00916311,0.087604093,0.210509821,-0.030885216
159,slim,slim,The Lancers continued to hang on to the slim one-point line as Golden West started a possession following a blocked field goal with a little more than three minutes remaining. ,skinny,0.009360446,-0.070827978,0.181311737,0.046691534,-0.006758405
160,slim,slim,I tried the Lipo Slim and Natural Cleanse products that was suggested and approved by the Dr Oz Show and they were the most worthless product I have ever tried. ,skinny,-0.012269628,-0.048205839,0.001322204,0.006271346,-0.004449472
161,slim,slim,Slim and tall women will look good carrying rounded bags while shorter and curvier women should sport bags that have strong angles. ,skinny,-0.027277205,0.009014504,-0.060982896,0.11058141,-0.023776586
162,dismissed,dismissed,"Why can't it just be? ##424920 State employee failed to show that she was dismissed without just cause, that she was unjustly suspended for 3 days without pay for removing her personnel file from work, or that documents in her personnel file had false or misleading content ",to get fired,-0.051587432,-0.080368454,0.005437295,0.151584081,-0.039693641
163,dismissed,dismissed,"The 12-member Save Our Bookstore is trying to overthrow the group's board of directors because, the group says, the board wrongfully dismissed, denied memberships to and forced the resignations of many people who once worked for the nonprofit library response to allegations of inappropriate behavior against some Friends volunteers and members. ",to get fired,0.262549134,0.358949056,-0.028065781,0.085280771,-0.014364899
164,dismissed,dismissed,"This speaker should be disinvited from further commencements and if he is employed by ANY scholl , any level be dismissed",to get fired,0.140354351,0.066395528,-0.019762763,0.240987004,-0.089697942
165,dismissed,dismissed,"As soon as the Angels dismissed Mickey Hatcher as hitting coach last spring, I wondered whether they would contact McGwire this offseason. ",to get fired,0.187954547,0.258056038,-0.441943811,0.065603382,-0.013122672
166,dismissed,dismissed,"At Nichols College, outside Worcester, Massachusetts, a non-tenured professor who questioned the leadership of the college president was summarily dismissed. ",to get fired,0.121238899,0.234495437,-0.046005431,0.234128227,-0.040763206
167,dismissed,dismissed,"On March 10, 1995, Washburne received a written warning; on March 21, 1995, Washburne was dismissed. ",to get fired,0.015232718,-0.010228136,-0.017835706,0.432141349,-0.07708808
168,dismissed,dismissed,"In the early days of the Iranian revolution, anyone with press lines on his trousers would be dismissed from work. ",to get fired,0.071346295,-0.032565235,-0.020930135,0.155265233,-0.055429521
169,dismissed,dismissed,"But there is a very melancholy Instance, that the Actors Demands is not the Reason of dismissing' em, but the Will of the Manager alone; since last Season an Actor and Actress returned to Drury-Lane under as were in no degree equal to their Merit; and yet, at the beginning of this Season, were dismissed, after having been from their Infancy on the Stage, and having no other Professions to live by, and very numerous Families to support. ",to get fired,0.127138221,0.187894683,-0.185474316,0.053601847,-0.009283567
170,dismissed,dismissed,2010-2011: rebuilding process hit the rocks before it even got properly started as new coach Gasperini was dismissed already after three league matches into the season. ,to get fired,0.218056187,0.122137484,-0.048530877,0.070954539,-0.013091603
171,dismissed,dismissed,He was dismissed from his part-time he caused the institution. ,to get fired,0.583332493,0.45646166,-0.123367891,0.193243808,-0.06483506
